start	chr	end	strand	pvalue	qvalue	meth.diff	contig_id
21832771	Plantago_genome	21832771	-	0.00029121101454059	0.0217867067150324	-17.7725253334726	Plantago_80276
73240775	Plantago_genome	73240775	-	5.74831661477334e-05	0.00805593808985264	-29.6813725490196	Plantago_269544
73323968	Plantago_genome	73323968	-	0.000142098448803026	0.0150123091583915	24.6294110902081	Plantago_269851
73506515	Plantago_genome	73506515	-	1.7219114207417e-06	0.000909575959811221	-31.1559839477928	Plantago_270524
75135934	Plantago_genome	75135934	-	1.62477550546356e-07	0.000159392118273355	39.6610169491525	Plantago_276556
76531517	Plantago_genome	76531517	-	0.00118543946270785	0.0490391362010043	-10.2111183469744	Plantago_281702
84615878	Plantago_genome	84615878	-	0.000225947365798614	0.0194284690386915	-20.66130953947	Plantago_311631
89774257	Plantago_genome	89774257	-	1.25650562551123e-05	0.00372707101295433	10.7987854000124	Plantago_330732
99156431	Plantago_genome	99156431	+	0.000894935945495868	0.0404315027369692	33.422311200089	Plantago_365560
102880630	Plantago_genome	102880630	+	2.68543862583918e-05	0.00526888483518186	43.4465654955946	Plantago_379273
102880647	Plantago_genome	102880647	+	4.80103866683033e-05	0.00701469616861796	43.6408106219427	Plantago_379273
102880680	Plantago_genome	102880680	+	3.58751137898277e-05	0.00600870592729158	45.2691248145794	Plantago_379273
102880801	Plantago_genome	102880801	+	1.54514172173069e-05	0.00392985090947023	49.4698435736172	Plantago_379273
102880864	Plantago_genome	102880864	+	2.84723243856675e-05	0.0054311517986398	45.1157023558762	Plantago_379273
191313132	Plantago_genome	191313132	-	0.000111119381628944	0.0131562870788265	30.9640082448074	Plantago_704594
191313184	Plantago_genome	191313184	-	0.000205889635715658	0.0186034037672692	31.2636375304839	Plantago_704594
191838516	Plantago_genome	191838516	-	0.00045059963954024	0.0285030941217244	-17.4960418950189	Plantago_706525
194934402	Plantago_genome	194934402	-	0.000856096767178869	0.0394555505524292	10.3544770658315	Plantago_717907
196036913	Plantago_genome	196036913	-	0.00113768570263193	0.0485252680894216	35.6330104173818	Plantago_721961
196860857	Plantago_genome	196860857	-	0.000821874790564307	0.0386566595833153	-13.0157094173386	Plantago_724990
196985676	Plantago_genome	196985676	-	0.000591627296924665	0.032528897904785	-10.6515795242726	Plantago_725449
197764978	Plantago_genome	197764978	-	0.000287044346712223	0.0217867067150324	22.8078827650066	Plantago_728314
197765126	Plantago_genome	197765126	-	0.00121289747097059	0.0498745670274391	18.8972447419708	Plantago_728314
199646170	Plantago_genome	199646170	-	0.000452425406959767	0.0285030941217244	23.4082108050882	Plantago_735230
200809734	Plantago_genome	200809734	-	0.000358300274875182	0.0251068706319464	33.0275229357798	Plantago_739508
202619831	Plantago_genome	202619831	-	0.000619279289435064	0.0332237083435554	10.4070452021709	Plantago_746163
204777247	Plantago_genome	204777247	-	1.15484121875442e-07	0.000132172938410438	-14.0507237745164	Plantago_754094
205647350	Plantago_genome	205647350	-	0.00042210484410083	0.0278713827907448	13.3658421415858	Plantago_757293
205647371	Plantago_genome	205647371	-	0.00040771449584935	0.0277208343692592	-19.3613791119947	Plantago_757293
205974408	Plantago_genome	205974408	-	0.000508345905869318	0.030355193732648	43.7283506528111	Plantago_758496
206713367	Plantago_genome	206713367	-	0.000417685013634841	0.0278713827907448	20.9712687464165	Plantago_761212
206868942	Plantago_genome	206868942	-	0.000249956287427842	0.0201937352875751	-20.4281382656155	Plantago_761784
207374527	Plantago_genome	207374527	-	4.60017081577101e-05	0.00701469616861796	-33.1806950466869	Plantago_763643
207374530	Plantago_genome	207374530	-	4.45360873135644e-06	0.00179901447410895	-31.5303682768874	Plantago_763643
208091730	Plantago_genome	208091730	-	0.00117011899660363	0.0486987265779624	17.9923879411845	Plantago_766280
208592674	Plantago_genome	208592674	-	0.000691776989984073	0.0357382326637478	29.0397224303514	Plantago_768122
214001536	Plantago_genome	214001536	-	1.16859887991178e-06	0.000775688444539495	24.9360772857432	Plantago_788007
214035630	Plantago_genome	214035630	-	0.000481712060504785	0.029535274820849	14.6798584298584	Plantago_788132
214954039	Plantago_genome	214954039	-	2.33926428979761e-06	0.00107092621870439	-10.5417276720351	Plantago_791509
215403919	Plantago_genome	215403919	-	1.84993585337939e-05	0.00423454676956717	20.7111552372172	Plantago_793163
216960921	Plantago_genome	216960921	-	0.000740281298102113	0.0366266500972797	18.4620299379336	Plantago_798887
218688042	Plantago_genome	218688042	-	0.000773016526260596	0.0376479371884093	-44.6595623525584	Plantago_805237
218688105	Plantago_genome	218688105	-	0.000530392591284481	0.0306376486535448	-45.2919644074067	Plantago_805237
219930096	Plantago_genome	219930096	-	0.00115131690284314	0.0486987265779624	36.7299998067147	Plantago_809803
220473340	Plantago_genome	220473340	-	0.000137917454563728	0.0147982642535677	-14.7515527950311	Plantago_811800
220594633	Plantago_genome	220594633	-	5.99377313793653e-08	8.23193278807026e-05	12.1070559610706	Plantago_812246
221096455	Plantago_genome	221096455	-	0.000191565800464136	0.0180204917375867	15.182263787253	Plantago_814091
221993678	Plantago_genome	221993678	-	5.31118993869329e-06	0.00202623982487163	11.7968283705816	Plantago_817390
222031007	Plantago_genome	222031007	-	0.000185580904210638	0.0179227176372299	-15.3013664771724	Plantago_817527
222092311	Plantago_genome	222092311	-	0.00068746806058257	0.0357382326637478	-10.7738757349436	Plantago_817753
222255271	Plantago_genome	222255271	-	2.21161923910458e-06	0.00107092621870439	13.1602394112778	Plantago_818352
