start	chr	end	strand	pvalue	qvalue	meth.diff	contig_id
17489638	Plantago_genome	17489638	-	0.00141108229322938	0.0459538870187011	16.7996203660522	Plantago_64300
59092144	Plantago_genome	59092144	-	2.50749614395652e-07	0.000218440906504431	22.1709528415305	Plantago_217336
61266039	Plantago_genome	61266039	-	0.00123606903140674	0.0419468971325018	12.6354606644169	Plantago_225335
61266105	Plantago_genome	61266105	-	0.00140246725353017	0.0459538870187011	21.3243692386794	Plantago_225335
61266216	Plantago_genome	61266216	-	0.000791715916480098	0.0353010091847464	22.7458258367452	Plantago_225335
61266238	Plantago_genome	61266238	-	0.000889061920006572	0.0368813161274877	14.4660802449259	Plantago_225335
66086260	Plantago_genome	66086260	-	6.60637266777501e-05	0.00680294033409421	10.7607451905886	Plantago_243113
68725101	Plantago_genome	68725101	-	0.00103966046647232	0.0395993635412594	28.6304602548912	Plantago_252866
71107440	Plantago_genome	71107440	-	0.00111335205173103	0.0407836350105138	23.8040290547313	Plantago_261662
71287462	Plantago_genome	71287462	-	0.000371298243872101	0.021743970961179	12.8968435527697	Plantago_262328
71287493	Plantago_genome	71287493	-	1.23676700623055e-06	0.000615663686495514	11.7380642404919	Plantago_262328
72107259	Plantago_genome	72107259	-	0.000800314203984917	0.0353010091847464	38.0772376723534	Plantago_265359
72483553	Plantago_genome	72483553	-	6.23841490294715e-05	0.00679325574355777	10.8529331980348	Plantago_266747
74968953	Plantago_genome	74968953	-	4.86206007510409e-05	0.00630235550523806	11.4637060699039	Plantago_275939
75942412	Plantago_genome	75942412	-	0.000571906177713011	0.0288821410573451	15.5391928475071	Plantago_279530
77243574	Plantago_genome	77243574	-	0.00102456933623366	0.0395993635412594	21.1602040277731	Plantago_284336
77793549	Plantago_genome	77793549	-	0.000259138427990898	0.0174594140996286	27.4934589220303	Plantago_286373
77793591	Plantago_genome	77793591	-	3.34817502990825e-05	0.00523200829449977	19.117064260807	Plantago_286373
77793610	Plantago_genome	77793610	-	0.000316275383056152	0.0194617527692361	27.5512563672002	Plantago_286373
77793652	Plantago_genome	77793652	-	3.45336570850608e-05	0.00523200829449977	19.247763148942	Plantago_286373
