start	chr	end	strand	pvalue	qvalue	meth.diff	contig_id
59092144	Plantago_genome	59092144	-	2.73867479461169e-05	0.00360492798030128	22.028788711009	Plantago_217336
61266216	Plantago_genome	61266216	-	0.00185845827392144	0.049291031717376	21.6482585954988	Plantago_225335
61266238	Plantago_genome	61266238	-	0.000501324738354602	0.021564521031056	14.7720263676043	Plantago_225335
66086227	Plantago_genome	66086227	-	0.000264017588928662	0.0148940292816053	11.2336144027661	Plantago_243113
66086241	Plantago_genome	66086241	-	1.35862747381158e-05	0.00239471960212354	20.4264010040302	Plantago_243113
67913159	Plantago_genome	67913159	-	4.39118757574601e-09	5.20212311835382e-06	10.4821423538539	Plantago_249867
70345850	Plantago_genome	70345850	-	0.00181724793442663	0.048600372160046	-14.9475524475524	Plantago_258849
71107440	Plantago_genome	71107440	-	0.00127212648793275	0.0379929683835127	22.7119180103954	Plantago_261662
72107259	Plantago_genome	72107259	-	0.000200900888460671	0.0132223299295006	37.7347280692804	Plantago_265359
73324060	Plantago_genome	73324060	-	0.000312323737562468	0.0163236010715804	10.2064847169728	Plantago_269851
75942374	Plantago_genome	75942374	-	3.15399159849141e-05	0.00386529305449672	13.4208474366017	Plantago_279530
77243487	Plantago_genome	77243487	-	0.00154142381506896	0.0439071305759004	17.0562297734628	Plantago_284336
77793723	Plantago_genome	77793723	-	6.9167505407637e-05	0.00664385706870496	19.3481436655809	Plantago_286373
79394628	Plantago_genome	79394628	-	3.16583986524277e-09	5.20212311835382e-06	10.2170265319299	Plantago_292295
82677323	Plantago_genome	82677323	-	0.0016083539430892	0.0450088378404556	10.6212666793012	Plantago_304451
87314535	Plantago_genome	87314535	-	0.00113584209210175	0.0345026131763632	-14.4152863450519	Plantago_321617
87495854	Plantago_genome	87495854	-	1.2382035756442e-05	0.00239471960212354	14.0235145958242	Plantago_322288
87495909	Plantago_genome	87495909	-	0.000512526154532656	0.0216848608008665	18.1732637202526	Plantago_322288
