start	chr	end	strand	pvalue	qvalue	meth.diff	contig_id
21832771	Plantago_genome	21832771	-	2.22645983727575e-07	0.000224010533733905	-18.5159399820993	Plantago_80276
59942728	Plantago_genome	59942728	-	0.000512273016863209	0.0229072279786484	-10.4478928779895	Plantago_220464
64856959	Plantago_genome	64856959	-	0.000172029582990627	0.0115389277209102	-12.5030341971871	Plantago_238570
71827912	Plantago_genome	71827912	-	0.000753140620609609	0.0294274353287853	-19.1267498124613	Plantago_264324
78264093	Plantago_genome	78264093	-	0.00123728427066577	0.0399754035333183	-29.8748669678992	Plantago_288111
84875264	Plantago_genome	84875264	-	5.68197712626079e-06	0.00100171165499872	-22.634028323548	Plantago_312589
86796752	Plantago_genome	86796752	-	0.00141497396171782	0.0424968966263639	-11.9210624179507	Plantago_319697
87314664	Plantago_genome	87314664	-	0.000132596271823429	0.00952920901763949	-14.0386416540312	Plantago_321617
107767984	Plantago_genome	107767984	-	6.76100629096063e-06	0.00113374051072751	-30.3214494055801	Plantago_397241
139884203	Plantago_genome	139884203	-	0.00184020591777063	0.0487232670919456	15.3996101364522	Plantago_515315
141988404	Plantago_genome	141988404	-	1.2793545604709e-06	0.000413651737209746	-16.1359615870609	Plantago_523051
190088590	Plantago_genome	190088590	-	0.000340322029827399	0.0175593739158302	-12.4694608813187	Plantago_700092
190551626	Plantago_genome	190551626	-	0.000843512216752674	0.0316060764957678	-55.9535596416785	Plantago_701794
191467329	Plantago_genome	191467329	-	0.00135237897095061	0.0417140608216054	14.2026107286121	Plantago_705161
193999037	Plantago_genome	193999037	-	0.000330673028951642	0.0175593739158302	-11.3936915034589	Plantago_714469
194926006	Plantago_genome	194926006	-	7.90683840272971e-05	0.00671566222114883	-26.5415366909961	Plantago_717877
196036946	Plantago_genome	196036946	-	0.000592941765994411	0.024917935446927	-18.0758613033342	Plantago_721961
196241304	Plantago_genome	196241304	-	1.592030534898e-06	0.000427143400624785	-10.2223412938445	Plantago_722712
197301665	Plantago_genome	197301665	-	4.19822370430033e-06	0.000804562614638416	-13.3281467781434	Plantago_726611
197301725	Plantago_genome	197301725	-	5.72475619983607e-06	0.00100171165499872	-11.3222720553652	Plantago_726611
197650922	Plantago_genome	197650922	-	0.000109253404156105	0.00814244408112693	-30.7276131166305	Plantago_727895
197650997	Plantago_genome	197650997	-	2.61089818618047e-05	0.00291877758592965	-29.4273386627473	Plantago_727895
197651067	Plantago_genome	197651067	-	1.21253282200777e-05	0.00162661890462657	-32.6027883164061	Plantago_727895
197651139	Plantago_genome	197651139	-	8.64112678186079e-05	0.006870688157842	-29.7452780808046	Plantago_727895
199116010	Plantago_genome	199116010	-	0.00176055925262793	0.0472776120779986	-22.1945137157107	Plantago_733281
199494966	Plantago_genome	199494966	-	0.000145264883079684	0.0100796676368494	-11.4994318652822	Plantago_734674
199733383	Plantago_genome	199733383	-	0.000323084011011135	0.0175593739158302	-51.9582582223234	Plantago_735551
200111090	Plantago_genome	200111090	-	0.000681972217675864	0.0276546108009866	29.7887323943662	Plantago_736939
202039422	Plantago_genome	202039422	-	0.000400402038993217	0.0198106543448245	-10.1082303178281	Plantago_744029
202118916	Plantago_genome	202118916	-	0.000442572547870411	0.021204046720823	-17.2075079894028	Plantago_744321
202118995	Plantago_genome	202118995	-	8.00970488317791e-05	0.00671566222114883	-44.3806475903614	Plantago_744321
202422692	Plantago_genome	202422692	-	0.000332169398886841	0.0175593739158302	-12.4813740098816	Plantago_745438
202519423	Plantago_genome	202519423	-	5.01221059907167e-05	0.00481719627562643	-24.2742554740401	Plantago_745793
202895156	Plantago_genome	202895156	-	0.000315964383881606	0.0174192253461736	-16.252097818269	Plantago_747175
204782805	Plantago_genome	204782805	-	2.94887329387128e-05	0.00320750952731983	-19.4074057941819	Plantago_754115
205051253	Plantago_genome	205051253	-	9.6503560557707e-06	0.00143844459866538	-26.8178787128241	Plantago_755102
205207614	Plantago_genome	205207614	-	1.75519301714559e-06	0.000441487555708501	-20.9139958931922	Plantago_755677
205757385	Plantago_genome	205757385	-	8.83652514426756e-07	0.000355627293298494	-19.4358116184557	Plantago_757698
207427154	Plantago_genome	207427154	-	0.000186011355310494	0.0118826272666817	-10.711672379755	Plantago_763837
207643657	Plantago_genome	207643657	-	4.96216404422592e-05	0.00481719627562643	-30.8638058663105	Plantago_764633
209795183	Plantago_genome	209795183	-	1.3785313616232e-07	0.000184930678389713	-11.024594008705	Plantago_772543
210863157	Plantago_genome	210863157	-	8.70676548249599e-05	0.006870688157842	58.7550081189087	Plantago_776469
211318607	Plantago_genome	211318607	-	0.000214490747078621	0.0130791100223896	20.2526281445736	Plantago_778143
211411084	Plantago_genome	211411084	-	0.000273254263166988	0.0157102274618807	16.725986040001	Plantago_778483
212083072	Plantago_genome	212083072	-	5.63595004564619e-09	1.13409831759428e-05	-14.7103782167465	Plantago_780954
213732432	Plantago_genome	213732432	-	0.00146325362007197	0.0427067573062549	-21.9718338893489	Plantago_787018
213845349	Plantago_genome	213845349	-	0.00147946670079628	0.0427067573062549	11.5157806536898	Plantago_787433
213845413	Plantago_genome	213845413	-	0.00144407890537986	0.0427067573062549	11.4209991789476	Plantago_787433
214473550	Plantago_genome	214473550	-	3.64787234195509e-09	1.13409831759428e-05	-10.0682479327039	Plantago_789742
216380340	Plantago_genome	216380340	-	0.000459269201578855	0.0217451277691573	31.961637002758	Plantago_796753
216960847	Plantago_genome	216960847	-	0.000505341061889618	0.0229072279786484	-31.7673798329965	Plantago_798887
216960890	Plantago_genome	216960890	-	0.000180984849582948	0.0117480043442139	-39.0232743083169	Plantago_798887
