start	chr	end	strand	pvalue	qvalue	meth.diff	contig_id	CTXT
21832771	Plantago_genome	21832771	-	0.00029121101454059	0.0207964926053914	-17.7725253334726	Plantago_80276	CpG
58917377	Plantago_genome	58917377	-	1.02116802751454e-05	0.00310517365028296	23.2032682865508	Plantago_216693	CpG
67636353	Plantago_genome	67636353	+	0.000247392260447772	0.019441092210363	11.3527028788194	Plantago_248839	CpG
67636375	Plantago_genome	67636375	+	0.000822919744856599	0.0373157308916824	10.6866375573598	Plantago_248839	CpG
67636379	Plantago_genome	67636379	+	0.000887778580084246	0.0390455773092912	10.6798154284104	Plantago_248839	CpG
67636389	Plantago_genome	67636389	+	0.000689357585749146	0.0348741564186482	10.7847950923865	Plantago_248839	CpG
67636397	Plantago_genome	67636397	+	0.000571413072443183	0.0308431297712961	10.6221715414429	Plantago_248839	CpG
67636453	Plantago_genome	67636453	+	0.000824884638238814	0.0373157308916824	10.500209658257	Plantago_248839	CpG
67636496	Plantago_genome	67636496	+	0.00095205164921703	0.0411942894435847	10.7341192607643	Plantago_248839	CpG
67636503	Plantago_genome	67636503	+	0.000738364780631601	0.0364594828070907	11.7033207703379	Plantago_248839	CpG
67636570	Plantago_genome	67636570	+	0.000775204073439361	0.0368219672784268	10.5244223977829	Plantago_248839	CpG
67636576	Plantago_genome	67636576	+	0.000687542625655137	0.0348741564186482	10.3424736936945	Plantago_248839	CpG
73506515	Plantago_genome	73506515	-	1.7219114207417e-06	0.00102237862524371	-31.1559839477928	Plantago_270524	CpG
74211791	Plantago_genome	74211791	-	2.66907044128532e-06	0.00141370224165479	24.7386908815462	Plantago_273131	CpG
76531517	Plantago_genome	76531517	-	0.00118543946270785	0.0472763404014144	-10.2111183469744	Plantago_281702	CpG
87259276	Plantago_genome	87259276	-	0.000138832744784441	0.013997790986816	22.7848273209875	Plantago_321414	CpG
90250338	Plantago_genome	90250338	-	9.14601300949851e-10	2.4436853385803e-06	12.0658415887857	Plantago_332500	CpG
90250398	Plantago_genome	90250398	-	0.000414118425811639	0.0262799133585477	10.3932097696172	Plantago_332500	CpG
102880631	Plantago_genome	102880631	-	8.88473933144612e-05	0.0108815950242208	35.7912426181147	Plantago_379273	CpG
102880648	Plantago_genome	102880648	-	9.17164096479956e-05	0.0108815950242208	35.8521751130926	Plantago_379273	CpG
102880650	Plantago_genome	102880650	-	9.4689548935029e-05	0.0108815950242208	35.9577510643865	Plantago_379273	CpG
102880681	Plantago_genome	102880681	-	9.85202813009918e-05	0.011083463556853	35.8427428200327	Plantago_379273	CpG
102880683	Plantago_genome	102880683	-	8.15852850924618e-05	0.0102865435507202	35.8847651173605	Plantago_379273	CpG
102880802	Plantago_genome	102880802	-	7.16568984741039e-05	0.00945467157649539	35.6063236861635	Plantago_379273	CpG
102880840	Plantago_genome	102880840	-	7.88866801997203e-05	0.010266734147	36.0096129187528	Plantago_379273	CpG
102880865	Plantago_genome	102880865	-	8.83375257132968e-05	0.0108815950242208	35.6355242668953	Plantago_379273	CpG
155835054	Plantago_genome	155835054	-	0.0006132382720733	0.0322854372889878	18.2935617900713	Plantago_573959	CpG
191313132	Plantago_genome	191313132	-	0.000111119381628944	0.0121181744432894	30.9640082448074	Plantago_704594	CpG
191313184	Plantago_genome	191313184	-	0.000205889635715658	0.0174637457436882	31.2636375304839	Plantago_704594	CpG
