start	chr	end	strand	pvalue	qvalue	meth.diff	contig_id	CTXT
23777791	Plantago_genome	23777791	-	0.000179884015287826	0.0309214008082045	-44.3147481249987	Plantago_87428	CpG
23777819	Plantago_genome	23777819	-	0.000163091712145115	0.030273267792095	-45.1003759994411	Plantago_87428	CpG
23777915	Plantago_genome	23777915	-	0.000147551258058918	0.0293106403581913	-45.8095641571893	Plantago_87428	CpG
23777943	Plantago_genome	23777943	-	0.000179276297250857	0.0309214008082045	-44.0615654228601	Plantago_87428	CpG
23777974	Plantago_genome	23777974	-	0.000166944362414615	0.0304885881652757	-44.5589358035573	Plantago_87428	CpG
23777980	Plantago_genome	23777980	-	0.000154560382147054	0.0298186592979863	-44.4237002557707	Plantago_87428	CpG
24544959	Plantago_genome	24544959	+	2.28871015000654e-06	0.00370211581819949	-10.1453976839888	Plantago_90250	CpG
24544974	Plantago_genome	24544974	+	1.59142307999363e-05	0.00963959293999477	-10.2989503420074	Plantago_90250	CpG
72760514	Plantago_genome	72760514	-	6.94818163542713e-05	0.0178803383267636	18.1705175091003	Plantago_267771	CpG
72887629	Plantago_genome	72887629	-	6.7402400067012e-05	0.0177486020186794	-11.4830541017961	Plantago_268241	CpG
78661203	Plantago_genome	78661203	-	2.3180852561788e-05	0.00967601792677572	17.6326718590159	Plantago_289582	CpG
190489985	Plantago_genome	190489985	-	5.67455220592674e-06	0.00598682246867057	-15.7232804382448	Plantago_701568	CpG
194926006	Plantago_genome	194926006	-	0.000108534417915876	0.02433323160938	12.1979796508098	Plantago_717877	CpG
194926018	Plantago_genome	194926018	-	1.31989364941504e-05	0.00963959293999477	25.4155276134975	Plantago_717877	CpG
206082503	Plantago_genome	206082503	-	3.2456158250228e-06	0.00408330526252808	13.3004731613513	Plantago_758893	CpG
209795183	Plantago_genome	209795183	-	1.87294114391592e-05	0.00963959293999477	11.3745318104246	Plantago_772543	CpG
212572547	Plantago_genome	212572547	-	5.01817963104501e-05	0.0145693052273867	14.1953544095558	Plantago_782753	CpG
217533568	Plantago_genome	217533568	-	3.3666351309296e-05	0.011551525914226	25.2713712994087	Plantago_800992	CpG
217731365	Plantago_genome	217731365	-	4.932868290708e-05	0.0145693052273867	16.7004576655759	Plantago_801720	CpG
24544973	Plantago_genome	24544973	+	4.01299185670063e-06	0.00739233635275538	-10.8886716088785	Plantago_90250	CHG
77379154	Plantago_genome	77379154	-	7.30548345460592e-07	0.00198761173613466	26.0641835716661	Plantago_284843	CHG
90250353	Plantago_genome	90250353	-	3.06212706931559e-05	0.0250699882997507	-14.0185549834284	Plantago_332500	CHG
90250413	Plantago_genome	90250413	-	3.98353734975818e-05	0.0293523127030587	-14.7496070825407	Plantago_332500	CHG
190490004	Plantago_genome	190490004	-	2.96772927522728e-05	0.0250699882997507	11.5531862102869	Plantago_701568	CHG
23777718	Plantago_genome	23777718	-	0.00014152311452181	0.0177386589465696	-44.6162282274076	Plantago_87428	CHH
23777722	Plantago_genome	23777722	-	0.000143574453017406	0.0177386589465696	-44.4778463900654	Plantago_87428	CHH
23777723	Plantago_genome	23777723	-	0.000185176152374422	0.0188584599837937	-44.1840056863318	Plantago_87428	CHH
23777728	Plantago_genome	23777728	-	0.000152368078887463	0.0177386589465696	-44.7141326129441	Plantago_87428	CHH
23777730	Plantago_genome	23777730	-	0.000111445677914235	0.0177386589465696	-45.165062512175	Plantago_87428	CHH
23777746	Plantago_genome	23777746	-	0.000137272781456756	0.0177386589465696	-45.4471840260433	Plantago_87428	CHH
23777747	Plantago_genome	23777747	-	0.00013259064721642	0.0177386589465696	-45.1304388706349	Plantago_87428	CHH
23777749	Plantago_genome	23777749	-	0.000132301818238328	0.0177386589465696	-44.9302373576694	Plantago_87428	CHH
23777752	Plantago_genome	23777752	-	0.000123345417110974	0.0177386589465696	-44.85752991577	Plantago_87428	CHH
23777763	Plantago_genome	23777763	-	0.000140063957826987	0.0177386589465696	-44.5409217933286	Plantago_87428	CHH
23777764	Plantago_genome	23777764	-	0.000141539119926782	0.0177386589465696	-44.6986872585362	Plantago_87428	CHH
23777768	Plantago_genome	23777768	-	0.00015328907526662	0.0177386589465696	-44.541183031795	Plantago_87428	CHH
23777770	Plantago_genome	23777770	-	0.000138861155915858	0.0177386589465696	-44.5018388952353	Plantago_87428	CHH
23777778	Plantago_genome	23777778	-	0.000148935308261353	0.0177386589465696	-44.7168571905991	Plantago_87428	CHH
23777779	Plantago_genome	23777779	-	0.000129041719362421	0.0177386589465696	-44.8177594346446	Plantago_87428	CHH
23777785	Plantago_genome	23777785	-	0.000131332335691628	0.0177386589465696	-44.3671155287272	Plantago_87428	CHH
23777793	Plantago_genome	23777793	-	0.000131503385308304	0.0177386589465696	-44.6969406368193	Plantago_87428	CHH
23777802	Plantago_genome	23777802	-	0.000138045569082114	0.0177386589465696	-44.311281611435	Plantago_87428	CHH
23777803	Plantago_genome	23777803	-	0.000172735003760547	0.0179606959210788	-45.0381545973545	Plantago_87428	CHH
23777809	Plantago_genome	23777809	-	0.000237832722494031	0.0232711947041005	-44.3396441105703	Plantago_87428	CHH
23777821	Plantago_genome	23777821	-	0.000137754335963817	0.0177386589465696	-44.5881603933553	Plantago_87428	CHH
23777827	Plantago_genome	23777827	-	0.00016730761245042	0.0177900056946961	-44.5550643326451	Plantago_87428	CHH
23777829	Plantago_genome	23777829	-	0.00014878955784545	0.0177386589465696	-44.489049678992	Plantago_87428	CHH
23777830	Plantago_genome	23777830	-	0.000136719941027231	0.0177386589465696	-45.081356899269	Plantago_87428	CHH
23777833	Plantago_genome	23777833	-	0.000146705470437218	0.0177386589465696	-44.8554603971514	Plantago_87428	CHH
23777836	Plantago_genome	23777836	-	0.000156443093217985	0.0177386589465696	-45.1259195784369	Plantago_87428	CHH
23777837	Plantago_genome	23777837	-	0.000151632107003756	0.0177386589465696	-45.4059116543212	Plantago_87428	CHH
23777838	Plantago_genome	23777838	-	0.000129631522944785	0.0177386589465696	-46.1231736883517	Plantago_87428	CHH
23777840	Plantago_genome	23777840	-	0.000136319685628083	0.0177386589465696	-46.4803340453453	Plantago_87428	CHH
23777841	Plantago_genome	23777841	-	0.000112475949696905	0.0177386589465696	-46.9315146168345	Plantago_87428	CHH
23777842	Plantago_genome	23777842	-	9.76270024454327e-05	0.0177386589465696	-47.7084838612339	Plantago_87428	CHH
23777852	Plantago_genome	23777852	-	0.000145059834181813	0.0177386589465696	-44.5567790759111	Plantago_87428	CHH
23777854	Plantago_genome	23777854	-	0.000105377761488437	0.0177386589465696	-45.2129472992405	Plantago_87428	CHH
23777870	Plantago_genome	23777870	-	0.00013133994927179	0.0177386589465696	-45.6365642709951	Plantago_87428	CHH
23777871	Plantago_genome	23777871	-	0.000140349688861674	0.0177386589465696	-44.5905148824712	Plantago_87428	CHH
23777873	Plantago_genome	23777873	-	0.000134251772486256	0.0177386589465696	-44.8890354405406	Plantago_87428	CHH
23777876	Plantago_genome	23777876	-	0.00011423589806679	0.0177386589465696	-45.3991698191898	Plantago_87428	CHH
23777887	Plantago_genome	23777887	-	0.000149357031207362	0.0177386589465696	-44.1303397947709	Plantago_87428	CHH
23777888	Plantago_genome	23777888	-	0.000145575240802931	0.0177386589465696	-44.221408318016	Plantago_87428	CHH
23777892	Plantago_genome	23777892	-	0.00017276157273554	0.0179606959210788	-43.1642737395807	Plantago_87428	CHH
23777894	Plantago_genome	23777894	-	0.000109396799127731	0.0177386589465696	-48.4214546907045	Plantago_87428	CHH
23777902	Plantago_genome	23777902	-	0.000139023424849071	0.0177386589465696	-45.198529324244	Plantago_87428	CHH
23777903	Plantago_genome	23777903	-	0.000147220910402389	0.0177386589465696	-43.4612721152833	Plantago_87428	CHH
23777909	Plantago_genome	23777909	-	0.000127491680649642	0.0177386589465696	-44.6938071362095	Plantago_87428	CHH
23777917	Plantago_genome	23777917	-	0.000123407813513406	0.0177386589465696	-45.2346496102781	Plantago_87428	CHH
