chr	start	end	strand	pvalue	qvalue	meth.diff	contig_id	CTXT
CAMZJZ010000024.1	219508	219508	-	0.0175720072115121	0.0423141642104809	-14.4036058728002	CAMZJZ010000024.1_219508	CpG
CAMZJZ010000024.1	219528	219528	-	0.00186950707639455	0.00752871787935148	12.2810106523462	CAMZJZ010000024.1_219528	CpG
CAMZJZ010000125.1	16395	16395	-	3.96792359096034e-06	4.06422498720375e-05	18.0072997245663	CAMZJZ010000125.1_16395	CpG
CAMZJZ010000125.1	16434	16434	-	1.22752291145697e-06	1.47656193370694e-05	12.9710479000507	CAMZJZ010000125.1_16434	CpG
CAMZJZ010000125.1	16475	16475	-	1.86363264955458e-05	0.000155921974669417	16.8345403646668	CAMZJZ010000125.1_16475	CpG
CAMZJZ010000125.1	16540	16540	-	3.60463323808974e-05	0.000274528545975658	15.8351430272115	CAMZJZ010000125.1_16540	CpG
CAMZJZ010000125.1	16562	16562	-	8.6128568824712e-06	8.04205504136518e-05	14.0835463878012	CAMZJZ010000125.1_16562	CpG
CAMZJZ010000342.1	20748	20748	+	1.73714537268937e-15	1.5919208499347e-13	-21.6241423011143	CAMZJZ010000342.1_20748	CpG
CAMZJZ010000342.1	20955	20955	+	1.99823048401282e-12	1.08938720859356e-10	-23.5457371411009	CAMZJZ010000342.1_20955	CpG
CAMZJZ010000440.1	10796	10796	+	0.00885492446557846	0.0252152061388276	10.3676098928576	CAMZJZ010000440.1_10796	CpG
CAMZJZ010000440.1	10824	10824	+	0.00890719190471951	0.0253355834917283	10.2303073322334	CAMZJZ010000440.1_10824	CpG
CAMZJZ010000440.1	10826	10826	+	0.00947353365101828	0.026500473079261	10.1174367943054	CAMZJZ010000440.1_10826	CpG
CAMZJZ010000440.1	10835	10835	+	0.00886918843790882	0.0252487337535007	10.4151711967519	CAMZJZ010000440.1_10835	CpG
CAMZJZ010000440.1	10866	10866	+	0.0088808533734292	0.0252677540004187	10.3278805231101	CAMZJZ010000440.1_10866	CpG
CAMZJZ010000440.1	10884	10884	+	0.00702075199319591	0.0210815338944477	10.2940089315241	CAMZJZ010000440.1_10884	CpG
CAMZJZ010000440.1	10895	10895	+	0.00821374380870939	0.0237902320286378	10.4991099264449	CAMZJZ010000440.1_10895	CpG
CAMZJZ010000440.1	10923	10923	+	0.00974168049561184	0.0270788294376208	10.147627832082	CAMZJZ010000440.1_10923	CpG
CAMZJZ010000440.1	10935	10935	+	0.0105758456293874	0.0287743383427754	10.0916986123629	CAMZJZ010000440.1_10935	CpG
OX371314.1	1473955	1473955	+	4.87291289793162e-09	1.17649204193504e-07	-15.6092550052383	OX371314.1_1473955	CpG
OX371314.1	1473967	1473967	+	8.38658546708817e-20	1.63542815167031e-17	-21.1939976896352	OX371314.1_1473967	CpG
OX371314.1	1473987	1473987	+	4.56387656738666e-05	0.000335123308643596	13.2873764132506	OX371314.1_1473987	CpG
OX371314.1	1474020	1474020	+	2.76433519123673e-06	2.99599914818438e-05	-11.688972769919	OX371314.1_1474020	CpG
