   2593 Escherichia
   2226 Cyprinus
   1272 Severe
    596 Klebsiella
    119 Orf
     46 Wasmannia
     46 Plantago
     18 Asarum
     14 human
     13 Staphylococcus
     13 Lasthenia
     12 Bacillus
     11 Malus
     11 Maldvirus
     10 Caudoviricetes
     10 Bacteriophage
      9 Yersinia
      6 uncultured
      5 Vitis
      5 Hypericum
      5 Hedera
      5 Enterococcus
      4 Prunella
      4 Polyrhachis
      4 Paederia
      4 Narnavirus
      4 Lythrum
      4 Homolepis
      4 Broussonetia
      3 Zelkova
      3 synthetic
      3 Hexalectris
      3 Gossypium
      3 Candidatus
      2 Thermoplasmatales
      2 Serratia
      2 Oryza
      2 Odontosia
      2 Nitrospira
      2 Littorella
      2 Homo
      2 Grapevine
      2 Flaccisagitta
      2 Euphrasia
      2 Dracocephalum
      2 Clupea
      2 Carex
      2 avian
      1 Wolbachia
      1 Veronica
      1 Vector
      1 Tyta
      1 Trifolium
      1 Trichosporon
      1 Trailliaedoxa
      1 Syringa
      1 Sugarcane
      1 Solanum
      1 Simochromis
      1 Senecio
      1 Schoenus
      1 Ribes
      1 Primulina
      1 Oreocharis
      1 Ononis
      1 Nicotiana
      1 Myriophyllum
      1 Lysimachia
      1 Jasminum
      1 Inga
      1 Human
      1 Hemiboea
      1 Harpocera
      1 Haberlea
      1 Glechoma
      1 Geum
      1 Gentianella
      1 Fraxinus
      1 Erodium
      1 Danio
      1 Cystoclonium
      1 Cloning
      1 Chenopodium
      1 Caudopunctatus
      1 Campylobacter
      1 Blitum
      1 Bdellovibrio
      1 Aristolochia
      1 Arenaria
      1 Arctium
      1 Apteryx
      1 Ailanthus
