72_8_1496_23003_21409/1	gi|3048443377|emb|OZ306171.1|	100.000	136	0	0	2	137	103326	103191	3.40e-62	252	481118	N/A
72_8_1496_23003_21409/1	gi|3048443377|emb|OZ306171.1|	100.000	136	0	0	2	137	130415	130550	3.40e-62	252	481118	N/A
72_8_1496_23003_21409/1	gi|3048443334|emb|OZ306286.1|	100.000	136	0	0	2	137	66578334	66578199	3.40e-62	252	78511	N/A
72_8_1496_23003_21409/1	gi|3048264046|emb|OZ297787.1|	100.000	136	0	0	2	137	107704	107569	3.40e-62	252	55318	N/A
72_8_1496_23003_21409/1	gi|3048264046|emb|OZ297787.1|	100.000	136	0	0	2	137	136097	136232	3.40e-62	252	55318	N/A
72_8_1496_23003_21409/1	gi|3048228106|emb|OZ297184.1|	100.000	136	0	0	2	137	108404	108269	3.40e-62	252	397083	N/A
72_8_1496_23003_21409/1	gi|3048228106|emb|OZ297184.1|	100.000	136	0	0	2	137	136875	137010	3.40e-62	252	397083	N/A
72_8_1496_23003_21409/1	gi|3048195103|emb|OZ297140.1|	100.000	136	0	0	2	137	105960	105825	3.40e-62	252	59297	N/A
72_8_1496_23003_21409/1	gi|3048195103|emb|OZ297140.1|	100.000	136	0	0	2	137	132604	132739	3.40e-62	252	59297	N/A
72_8_1471_40652_17865/1	gi|3045811490|gb|PX133153.1|	100.000	136	0	0	2	137	61802	61937	3.40e-62	252	691774	N/A
72_8_1471_40652_17865/1	gi|3045811376|gb|PX133145.1|	100.000	136	0	0	2	137	51472	51337	3.40e-62	252	41911	N/A
72_8_1471_40652_17865/1	gi|3045267147|gb|PX049138.1|	100.000	136	0	0	2	137	83614	83749	3.40e-62	252	3454936	N/A
72_8_1471_40652_17865/1	gi|3045267147|gb|PX049138.1|	100.000	136	0	0	2	137	151820	151685	3.40e-62	252	3454936	N/A
72_8_1471_40652_17865/1	gi|3045267060|gb|PX049137.1|	100.000	136	0	0	2	137	83610	83745	3.40e-62	252	165317	N/A
72_8_1471_40652_17865/1	gi|3045267060|gb|PX049137.1|	100.000	136	0	0	2	137	151807	151672	3.40e-62	252	165317	N/A
72_8_1471_40652_17865/1	gi|3032662616|gb|PQ231106.1|	100.000	136	0	0	2	137	83270	83405	3.40e-62	252	694377	N/A
72_8_1471_40652_17865/1	gi|3032662616|gb|PQ231106.1|	100.000	136	0	0	2	137	151233	151098	3.40e-62	252	694377	N/A
72_8_2119_22177_1266/1	gi|3018305410|emb|OZ276474.1|	83.704	135	22	0	3	137	33201432	33201298	5.98e-25	128	165317	N/A
72_8_2119_22177_1266/1	gi|3018305410|emb|OZ276474.1|	83.704	135	22	0	3	137	33394149	33394015	5.98e-25	128	165317	N/A
72_8_2119_22177_1266/1	gi|3018305410|emb|OZ276474.1|	84.000	125	17	3	14	137	32769919	32769797	1.30e-21	117	165317	N/A
72_8_2119_22177_1266/1	gi|3017666099|emb|OZ274278.1|	82.963	135	23	0	3	137	34840992	34840858	2.78e-23	122	165317	N/A
72_8_2119_22177_1266/1	gi|2523335075|emb|OX940730.1|	84.000	75	9	3	55	128	16041966	16042038	3.68e-07	69.4	1053395	N/A
72_8_2119_22177_1266/1	gi|2523335075|emb|OX940730.1|	91.111	45	4	0	84	128	9623457	9623501	6.15e-05	62.1	1053395	N/A
72_8_2119_22177_1266/1	gi|2523335081|emb|OX940736.1|	89.091	55	4	2	84	137	2772118	2772065	1.32e-06	67.6	1053395	N/A
72_8_2119_22177_1266/1	gi|2306609160|emb|OX335784.1|	88.889	54	4	2	85	137	12847847	12847795	4.76e-06	65.8	53169	N/A
72_8_1308_3436_21157/1	gi|2935345607|emb|OZ243345.1|	100.000	136	0	0	2	137	25769635	25769770	3.40e-62	252	174664	N/A
72_8_1308_3436_21157/1	gi|2927221458|emb|OZ240802.1|	100.000	136	0	0	2	137	35695408	35695273	3.40e-62	252	195138	N/A
72_8_1308_3436_21157/1	gi|2927221458|emb|OZ240802.1|	98.529	136	2	0	2	137	35877195	35877330	7.37e-59	241	195138	N/A
72_8_1308_3436_21157/1	gi|2927221458|emb|OZ240802.1|	97.794	136	3	0	2	137	35730675	35730810	3.43e-57	235	195138	N/A
72_8_1308_3436_21157/1	gi|2754673918|emb|OZ078319.1|	100.000	136	0	0	2	137	37553494	37553629	3.40e-62	252	203760	N/A
72_8_1308_3436_21157/1	gi|2754673918|emb|OZ078319.1|	99.265	136	1	0	2	137	35873184	35873049	1.58e-60	246	203760	N/A
72_8_1308_3436_21157/1	gi|2754673918|emb|OZ078319.1|	97.794	136	2	1	2	137	37606891	37606757	1.23e-56	233	203760	N/A
72_8_1308_3436_21157/1	gi|2754673918|emb|OZ078319.1|	94.737	57	3	0	40	96	29618290	29618346	2.82e-13	89.8	203760	N/A
72_8_1308_3436_21157/1	gi|2302096203|emb|OX327007.1|	100.000	136	0	0	2	137	46027533	46027398	3.40e-62	252	57919	N/A
72_8_1308_3436_21157/1	gi|2302096203|emb|OX327007.1|	99.265	136	1	0	2	137	46118712	46118577	1.58e-60	246	57919	N/A
72_8_1308_3436_21157/1	gi|2302096203|emb|OX327007.1|	92.537	67	4	1	71	136	30203015	30202949	6.07e-15	95.3	57919	N/A
72_8_1308_3436_21157/1	gi|3048443377|emb|OZ306171.1|	99.265	136	1	0	2	137	103326	103191	1.58e-60	246	481118	N/A
72_8_1308_3436_21157/1	gi|3048443377|emb|OZ306171.1|	99.265	136	1	0	2	137	130415	130550	1.58e-60	246	481118	N/A
72_8_2222_33604_2751/1	gi|2050190534|gb|MW877562.1|	100.000	129	0	0	2	130	100016	100144	2.65e-58	239	193564	N/A
72_8_2222_33604_2751/1	gi|2050190534|gb|MW877562.1|	100.000	129	0	0	2	130	132135	132007	2.65e-58	239	193564	N/A
72_8_2222_33604_2751/1	gi|2050190441|gb|MW877561.1|	100.000	129	0	0	2	130	100050	100178	2.65e-58	239	193561	N/A
72_8_2222_33604_2751/1	gi|2050190441|gb|MW877561.1|	100.000	129	0	0	2	130	132170	132042	2.65e-58	239	193561	N/A
72_8_2222_33604_2751/1	gi|3045811270|gb|PX132750.1|	99.225	129	1	0	2	130	22569	22441	1.23e-56	233	290216	N/A
72_8_2222_33604_2751/1	gi|3033170602|gb|PX023271.1|	99.225	129	1	0	2	130	103556	103684	1.23e-56	233	3452696	N/A
72_8_2222_33604_2751/1	gi|3033170602|gb|PX023271.1|	99.225	129	1	0	2	130	134925	134797	1.23e-56	233	3452696	N/A
72_8_2222_33604_2751/1	gi|3035298211|emb|OZ295834.1|	99.225	129	1	0	2	130	34022670	34022798	1.23e-56	233	35896	N/A
72_8_2336_38410_25696/1	gi|2958118535|emb|OZ252515.1|	86.667	120	16	0	2	121	2666337	2666456	1.29e-26	134	38596	N/A
72_8_2336_38410_25696/1	gi|2850723188|emb|OZ202112.1|	88.660	97	11	0	41	137	84890816	84890720	3.60e-22	119	337392	N/A
72_8_2336_38410_25696/1	gi|2060373276|ref|XM_042149420.1|	84.167	120	19	0	2	121	887	768	1.30e-21	117	180675	N/A
72_8_2336_38410_25696/1	gi|2888687769|emb|OZ218179.1|	83.333	120	20	0	2	121	26360938	26360819	6.03e-20	111	457147	N/A
72_8_2336_38410_25696/1	gi|3018854227|emb|OZ277754.1|	82.031	128	23	0	8	135	11972845	11972718	2.17e-19	110	49628	N/A
72_8_2197_41251_28063/1	gi|1585087548|gb|CP036401.1|	97.794	136	3	0	2	137	560241	560106	3.43e-57	235	321983	N/A
72_8_2197_41251_28063/1	gi|2428150170|gb|CP115554.1|	97.794	136	3	0	2	137	6776525	6776660	3.43e-57	235	2995154	N/A
72_8_1348_27300_16549/1	gi|2701784733|gb|OR911481.1|	100.000	136	0	0	2	137	33013	32878	3.40e-62	252	39414	N/A
72_8_1348_27300_16549/1	gi|2328376401|ref|NC_068049.1|	100.000	136	0	0	2	137	32999	32864	3.40e-62	252	39414	N/A
72_8_1348_27300_16549/1	gi|2288448399|gb|ON641301.1|	100.000	136	0	0	2	137	33215	33080	3.40e-62	252	185001	N/A
72_8_1348_27300_16549/1	gi|2050192475|gb|MW877582.1|	100.000	136	0	0	2	137	33012	32877	3.40e-62	252	39414	N/A
72_8_1348_27300_16549/1	gi|2050192381|gb|MW877581.1|	100.000	136	0	0	2	137	33141	33006	3.40e-62	252	185001	N/A
