72_8_1206_38346_18832/1	gi|2978724457|gb|PV611058.1|	95.276	127	1	4	11	134	295320	295444	1.61e-45	196	3421660	N/A
72_8_1206_38346_18832/1	gi|2978724457|gb|PV611058.1|	91.803	61	1	3	11	68	295783	295842	4.72e-11	82.4	3421660	N/A
72_8_1206_38346_18832/1	gi|685047827|emb|LN596339.1|	96.000	50	0	2	4	51	601778	601827	1.70e-10	80.5	7962	N/A
72_8_1206_38346_18832/1	gi|2830983252|gb|CP170844.1|	82.979	94	6	2	12	95	4083423	4083330	2.20e-09	76.8	573	N/A
72_8_1206_38346_18832/1	gi|685042185|emb|LN590710.1|	95.833	48	0	2	6	51	10218497	10218544	2.20e-09	76.8	7962	N/A
72_8_1206_38346_18832/1	gi|685042185|emb|LN590710.1|	95.556	45	0	2	9	51	3790455	3790411	1.02e-07	71.3	7962	N/A
72_8_1206_38346_18832/1	gi|685042185|emb|LN590710.1|	95.556	45	0	2	9	51	6008691	6008735	1.02e-07	71.3	7962	N/A
72_8_1206_38346_18832/1	gi|685042185|emb|LN590710.1|	100.000	34	0	0	12	45	9162089	9162122	1.71e-05	63.9	7962	N/A
72_8_1206_38346_18832/1	gi|2557643774|emb|OY673254.1|	95.652	46	2	0	12	57	21732	21777	7.90e-09	75.0	2697049	N/A
72_8_1382_10047_25542/1	gi|2830983252|gb|CP170844.1|	86.667	90	9	2	51	137	4083424	4083335	1.69e-15	97.1	573	N/A
72_8_1382_10047_25542/1	gi|2978724457|gb|PV611058.1|	91.803	61	1	3	52	109	295321	295380	4.72e-11	82.4	3421660	N/A
72_8_1382_10047_25542/1	gi|2978724457|gb|PV611058.1|	91.667	60	1	3	52	108	295784	295842	1.70e-10	80.5	3421660	N/A
72_8_1382_10047_25542/1	gi|2557643774|emb|OY673254.1|	95.652	46	2	0	52	97	21732	21777	7.90e-09	75.0	2697049	N/A
72_8_1382_10047_25542/1	gi|2463378371|dbj|AP027461.1|	95.652	46	2	0	52	97	1299632	1299677	7.90e-09	75.0	511145	N/A
72_8_1382_10047_25542/1	gi|2463378371|dbj|AP027461.1|	95.652	46	2	0	52	97	1628404	1628359	7.90e-09	75.0	511145	N/A
72_8_1382_10047_25542/1	gi|2755084441|gb|PP943425.1|	93.750	48	1	2	50	96	67589	67635	1.02e-07	71.3	10258	N/A
72_8_1382_10047_25542/1	gi|2755084441|gb|PP943425.1|	93.617	47	1	2	52	97	67825	67780	3.67e-07	69.4	10258	N/A
72_8_1344_7360_12374/1	gi|2978724457|gb|PV611058.1|	87.407	135	3	6	2	134	295322	295444	2.13e-29	143	3421660	N/A
72_8_1344_7360_12374/1	gi|2978724457|gb|PV611058.1|	89.655	58	4	2	2	57	295785	295842	2.84e-08	73.1	3421660	N/A
72_8_1344_7360_12374/1	gi|2830983252|gb|CP170844.1|	87.368	95	8	2	2	94	4083422	4083330	2.80e-18	106	573	N/A
72_8_1344_7360_12374/1	gi|2557643774|emb|OY673254.1|	95.556	45	2	0	2	46	21733	21777	2.84e-08	73.1	2697049	N/A
72_8_1344_7360_12374/1	gi|2755084441|gb|PP943425.1|	81.522	92	12	5	2	91	67824	67736	1.02e-07	71.3	10258	N/A
72_8_1344_7360_12374/1	gi|2755084441|gb|PP943425.1|	100.000	33	0	0	2	34	67592	67624	6.15e-05	62.1	10258	N/A
72_8_1344_7360_12374/1	gi|780644672|ref|XM_011690559.1|	100.000	37	0	0	2	38	1039	1075	3.67e-07	69.4	64793	N/A
72_8_2375_17023_7612/1	gi|2155043183|emb|OV015804.1|	100.000	28	0	0	2	29	29938	29911	0.037	52.8	2697049	N/A
72_8_2208_15000_11590/1	gi|2978724457|gb|PV611058.1|	92.308	130	7	3	10	137	295316	295444	4.52e-41	182	3421660	N/A
72_8_2208_15000_11590/1	gi|2978724457|gb|PV611058.1|	92.188	64	3	2	10	71	295779	295842	2.82e-13	89.8	3421660	N/A
72_8_2208_15000_11590/1	gi|2830983252|gb|CP170844.1|	85.263	95	11	2	15	107	4083423	4083330	6.06e-15	95.3	573	N/A
72_8_2208_15000_11590/1	gi|2557643774|emb|OY673254.1|	95.652	46	2	0	15	60	21732	21777	7.90e-09	75.0	2697049	N/A
72_8_2208_15000_11590/1	gi|2565360070|emb|OY632882.1|	100.000	39	0	0	12	50	22463	22501	2.84e-08	73.1	2697049	N/A
72_8_2208_15000_11590/1	gi|685042188|emb|LN590713.1|	100.000	39	0	0	14	52	7120047	7120085	2.84e-08	73.1	7962	N/A
72_8_2208_15000_11590/1	gi|685042188|emb|LN590713.1|	100.000	30	0	0	15	44	16189618	16189589	0.003	56.5	7962	N/A
72_8_2187_32293_27461/1	gi|2978724457|gb|PV611058.1|	93.023	129	1	7	1	126	295321	295444	4.52e-41	182	3421660	N/A
72_8_2187_32293_27461/1	gi|2978724457|gb|PV611058.1|	91.667	60	1	3	1	57	295784	295842	1.70e-10	80.5	3421660	N/A
72_8_2187_32293_27461/1	gi|2830983252|gb|CP170844.1|	85.263	95	11	2	1	93	4083423	4083330	6.06e-15	95.3	573	N/A
72_8_2187_32293_27461/1	gi|2557643774|emb|OY673254.1|	95.652	46	2	0	1	46	21732	21777	7.90e-09	75.0	2697049	N/A
72_8_2187_32293_27461/1	gi|2463378371|dbj|AP027461.1|	95.652	46	2	0	1	46	1299632	1299677	7.90e-09	75.0	511145	N/A
72_8_2187_32293_27461/1	gi|2463378371|dbj|AP027461.1|	95.652	46	2	0	1	46	1628404	1628359	7.90e-09	75.0	511145	N/A
72_8_2187_32293_27461/1	gi|2755084441|gb|PP943425.1|	93.617	47	1	2	1	46	67825	67780	3.67e-07	69.4	10258	N/A
72_8_2187_32293_27461/1	gi|2755084441|gb|PP943425.1|	93.478	46	1	2	1	45	67591	67635	1.32e-06	67.6	10258	N/A
72_8_2467_19199_12949/1	gi|2978724457|gb|PV611058.1|	88.806	134	1	6	2	132	295322	295444	3.55e-32	152	3421660	N/A
72_8_2467_19199_12949/1	gi|2978724457|gb|PV611058.1|	90.909	55	1	3	2	53	295785	295838	1.02e-07	71.3	3421660	N/A
72_8_2467_19199_12949/1	gi|2830983252|gb|CP170844.1|	89.247	93	7	2	2	91	4083422	4083330	1.67e-20	113	573	N/A
72_8_2467_19199_12949/1	gi|2557643774|emb|OY673254.1|	95.556	45	2	0	2	46	21733	21777	2.84e-08	73.1	2697049	N/A
72_8_2467_19199_12949/1	gi|2463378371|dbj|AP027461.1|	95.556	45	2	0	2	46	1299633	1299677	2.84e-08	73.1	511145	N/A
72_8_2467_19199_12949/1	gi|2463378371|dbj|AP027461.1|	95.556	45	2	0	2	46	1628403	1628359	2.84e-08	73.1	511145	N/A
72_8_2467_19199_12949/1	gi|2755084441|gb|PP943425.1|	93.478	46	1	2	2	46	67824	67780	1.32e-06	67.6	10258	N/A
72_8_2467_19199_12949/1	gi|2755084441|gb|PP943425.1|	93.333	45	1	2	2	45	67592	67635	4.75e-06	65.8	10258	N/A
72_8_1281_41850_20303/1	gi|2978724457|gb|PV611058.1|	88.189	127	9	4	14	137	295321	295444	1.65e-30	147	3421660	N/A
72_8_1281_41850_20303/1	gi|2978724457|gb|PV611058.1|	91.667	60	1	3	14	70	295784	295842	1.70e-10	80.5	3421660	N/A
72_8_1281_41850_20303/1	gi|2830983252|gb|CP170844.1|	88.660	97	7	3	13	107	4083424	4083330	4.65e-21	115	573	N/A
72_8_1281_41850_20303/1	gi|685042175|emb|LN590700.1|	95.833	48	0	2	8	53	15778532	15778579	2.20e-09	76.8	7962	N/A
72_8_1281_41850_20303/1	gi|685042175|emb|LN590700.1|	95.349	43	0	2	14	54	14033941	14033899	1.32e-06	67.6	7962	N/A
72_8_1281_41850_20303/1	gi|2557643774|emb|OY673254.1|	95.652	46	2	0	14	59	21732	21777	7.90e-09	75.0	2697049	N/A
72_8_1281_41850_20303/1	gi|2463378371|dbj|AP027461.1|	93.878	49	3	0	11	59	1299629	1299677	7.90e-09	75.0	511145	N/A
